dataid,last_season,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,dh,ph,pr
smitd008,2025,2491,2250,263,562,133,4,69,292,0,18,38,185,3,543,7,5,51,0,13,38,131,1
smitd009,2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smitd010,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smitj007,2025,1640,1426,189,337,66,4,31,128,9,8,42,154,3,326,28,8,13,1,13,39,46,12
smitk003,2024,333,306,26,53,13,1,8,25,8,2,2,15,0,104,5,0,8,0,4,3,9,6
smitp002,2025,1551,1362,188,336,69,6,45,180,0,11,6,170,3,352,7,3,27,2,12,108,85,0
smits003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smitw002,2024,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smitw003,2025,3255,2781,446,720,140,11,138,479,0,46,66,362,25,622,14,4,53,0,20,58,53,0
smyld001,2024,68,65,1,3,0,0,0,0,2,0,0,1,0,29,0,0,0,0,0,0,1,2
sneak001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snelb001,2025,50,42,1,4,0,0,0,0,4,0,1,3,0,20,0,0,1,0,0,0,0,0
snidc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sodet001,2025,975,875,102,219,45,1,37,126,0,4,10,86,3,237,8,3,31,0,4,19,25,1
sogan001,2025,197,179,27,48,13,0,0,17,1,2,3,12,0,50,5,1,7,0,3,0,6,1
solad001,2025,3221,2933,290,807,144,10,43,301,14,22,50,202,8,620,15,5,68,0,39,70,246,8
solan001,2025,985,876,118,219,35,3,21,93,3,6,26,74,1,199,19,8,20,0,19,39,14,2
solej001,2025,4458,3883,543,937,215,5,210,562,0,32,49,476,14,1190,12,5,103,18,46,468,68,0
sommd001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sorig001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sorij002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sorom001,2025,73,62,2,5,0,0,0,3,7,0,2,2,0,25,0,0,1,0,2,0,0,0
sosae001,2025,1387,1265,174,325,59,15,36,150,8,9,45,56,2,320,23,9,36,4,16,6,64,23
sosal001,2025,1122,1068,100,263,40,1,37,125,6,5,7,36,2,256,5,3,21,0,11,13,16,1
sotog003,2025,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sotoj001,2025,5004,4024,807,1133,208,16,255,729,4,27,21,926,84,873,97,28,102,2,42,23,15,0
sotol001,2024,87,77,12,27,6,1,1,9,1,1,0,8,0,18,1,1,1,0,1,2,0,2
sousb001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speaa001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speig001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spenm001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spiec001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sprig001,2025,6766,5905,1041,1576,270,23,317,845,2,35,89,712,15,1409,124,43,126,23,68,264,32,6
sprij001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sprob001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalj001,2025,1924,1707,165,395,82,2,33,193,9,9,25,174,7,435,1,1,57,0,17,8,38,1
stanm004,2025,7387,6459,970,1665,321,11,472,1215,0,45,54,825,92,2112,44,15,163,4,60,565,67,0
stanr002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stauj001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steej002,2025,13,13,3,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
stees001,2025,2006,1768,226,431,97,9,66,262,1,8,27,202,1,433,47,8,28,0,21,31,10,0
stefm001,2025,289,255,19,58,8,1,0,14,2,0,6,26,0,43,0,1,6,0,0,3,14,4
stepj002,2024,9,8,1,2,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0
stepr002,2025,42,36,1,1,0,0,0,0,5,0,0,1,0,22,0,0,2,0,1,0,0,1
stept001,2025,1987,1761,252,459,95,3,63,260,0,15,24,187,6,503,2,2,44,0,27,75,80,2
sterj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stevc001,2025,118,101,8,18,6,0,0,8,2,1,0,14,0,31,1,1,2,0,1,0,12,0
stevc002,2025,14,13,1,2,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0
stewb001,2025,20,19,1,3,1,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0
stewd002,2024,1001,845,112,179,34,0,42,118,3,4,20,128,2,271,5,4,14,1,9,49,64,7
stews004,2025,63,59,11,16,1,0,5,12,0,0,0,4,0,16,1,0,1,0,0,0,3,0
stocr001,2025,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
stong001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stort001,2025,4498,4081,633,1083,249,27,207,641,3,19,44,351,19,1264,161,37,60,0,52,10,14,5
stotb001,2025,2366,2131,276,537,97,10,50,248,5,23,12,195,3,407,105,16,28,0,17,2,43,2
stowk001,2025,799,714,88,180,36,6,31,108,1,5,10,69,3,242,5,2,12,0,4,17,32,6
strac001,2025,73,64,1,8,1,0,0,5,8,1,0,0,0,33,0,0,2,0,0,0,0,0
strah001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stram001,2025,35,29,1,6,2,0,0,1,4,0,0,2,0,16,0,0,0,0,0,0,1,0
stram002,2025,2325,2074,307,507,92,10,10,158,21,15,6,209,0,409,103,17,34,0,23,8,40,58
strih001,2025,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
strir001,2024,103,91,5,8,0,0,0,4,8,0,0,4,0,38,1,0,1,0,3,0,0,5
stris002,2025,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
strok001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strom001,2025,99,89,9,9,3,0,1,2,6,0,0,4,0,42,1,0,1,0,4,1,1,6
strzp001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stubc001,2025,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stubg001,2025,521,461,65,99,17,3,7,45,5,2,6,46,0,123,10,1,3,1,6,7,16,16
suara001,2025,26,23,1,4,2,0,0,2,3,0,0,0,0,11,0,0,0,0,0,0,0,0
suare001,2025,6714,5899,840,1453,265,15,329,960,9,63,105,638,16,1842,36,20,133,0,50,32,39,2
suarj001,2025,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
suarr001,2025,34,26,2,5,2,1,0,1,6,0,1,1,0,9,0,0,0,0,0,0,0,0
suarr002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suerw002,2025,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
sugat001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sullb001,2025,112,103,9,21,3,0,2,10,0,2,1,6,0,26,0,0,1,0,0,0,6,1
sulsc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suteb001,2025,61,52,5,8,1,0,1,4,3,0,2,4,0,19,0,0,1,0,4,0,0,2
suwij001,2025,1361,1170,152,233,47,2,57,148,1,8,15,167,6,422,33,6,11,0,10,5,33,8
suzus001,2025,2297,2026,282,543,114,17,90,301,0,22,13,236,10,574,36,20,36,0,21,167,9,1
svanm001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swand001,2025,5442,4897,699,1224,245,22,169,650,10,37,28,470,41,1346,109,29,66,0,54,0,9,3
swane001,2025,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sweet001,2025,471,428,49,84,11,2,10,51,0,6,1,36,0,136,6,1,5,0,4,0,15,2
tailj001,2025,155,136,2,15,1,0,0,5,17,0,0,2,0,57,0,0,5,0,0,0,0,0
tarnf001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tated001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tatif002,2025,3014,2667,492,739,141,12,158,405,1,14,29,303,16,705,127,28,47,0,30,12,8,0
taucm001,2025,1803,1550,252,381,77,4,41,195,3,7,15,228,4,422,30,8,28,0,15,55,107,17
tavel001,2025,1990,1826,220,428,81,13,42,180,12,12,4,136,0,483,79,19,16,0,13,7,16,9
tawat001,2025,225,199,29,40,8,0,7,18,2,3,1,20,0,64,8,2,6,0,2,0,13,1
taylc001,2025,4177,3694,555,916,213,33,119,469,9,22,46,406,10,1218,96,25,40,0,50,22,134,29
taylg002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taylm002,2025,3858,3531,435,821,156,15,113,398,21,20,19,267,15,1182,128,35,55,0,36,14,103,69
tayls003,2025,83,73,14,15,2,1,0,4,2,1,0,7,0,24,8,0,1,0,2,0,4,8
taylt002,2025,1717,1576,213,369,95,13,51,201,4,8,36,92,3,395,41,7,37,1,16,10,80,28
taylt003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teelk001,2025,297,253,38,69,11,0,8,35,1,1,5,37,0,77,3,1,1,0,3,14,5,0
tehej001,2024,464,383,10,56,6,0,1,26,67,3,2,9,0,113,0,0,3,0,11,0,7,1
tellr001,2025,2628,2373,281,555,108,3,124,372,0,23,22,210,19,605,5,3,68,0,21,114,126,0
tenaj001,2025,371,344,35,87,20,2,3,34,0,1,1,25,0,91,9,2,5,0,2,3,7,4
tengk001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teodb001,2025,162,150,13,29,7,2,1,7,1,2,4,5,0,52,7,1,2,0,1,1,0,1
thaim001,2025,961,819,92,172,29,1,23,95,1,6,9,126,2,272,7,1,15,0,5,14,48,2
thiec001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thoma004,2025,1444,1337,169,312,59,10,33,139,9,13,12,73,1,312,26,9,21,0,20,7,21,15
thomb003,2024,259,241,33,56,10,1,1,13,3,1,3,11,0,83,27,5,3,0,2,6,4,20
thomc004,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thomc005,2025,132,120,20,27,5,0,6,19,1,3,1,7,0,49,2,1,3,0,2,1,16,2
thomk002,2024,8,6,0,1,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0
thoml002,2025,2291,2059,288,497,108,11,78,263,0,20,25,187,2,582,72,28,30,0,24,6,52,12
thomm005,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thomr007,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thomr008,2025,10,8,2,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0
thomz001,2025,18,15,0,2,1,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,1,0
thomz002,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thord001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thort002,2025,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tidwb001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tinoj001,2025,6,5,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0
toglm001,2025,1067,957,112,192,42,6,42,108,0,5,3,101,4,373,15,3,19,1,10,3,7,0
tolbt001,2025,57,50,19,14,2,0,1,6,1,2,3,1,0,11,21,2,1,0,1,3,12,28
tollp001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tongj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tonkm001,2025,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
topaj001,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
torks001,2025,2179,1924,258,434,104,4,80,244,0,13,26,215,7,566,5,2,47,1,15,17,5,0
toroa001,2025,1583,1438,178,321,60,4,41,161,2,12,29,102,3,270,16,8,17,0,18,45,50,11
torrg001,2025,4541,4023,569,1061,186,4,162,541,7,40,25,446,10,891,63,25,90,0,31,36,28,1
torrl001,2025,1221,1112,101,252,52,4,27,123,5,6,8,90,4,293,1,1,31,0,9,83,57,1
toust001,2025,38,34,2,1,0,0,0,0,2,0,0,2,0,21,0,0,0,0,0,0,0,1
tovae001,2025,1735,1629,208,421,101,12,51,186,13,12,9,71,1,473,22,13,28,1,12,0,0,0
tramt001,2025,494,428,62,75,23,0,18,51,3,2,4,57,0,174,7,7,5,0,1,15,16,16
treib001,2025,19,14,0,1,0,0,0,0,4,0,0,1,0,9,0,0,0,0,0,0,0,0
treja001,2025,512,474,53,106,21,0,9,48,3,4,4,27,1,119,6,3,13,0,7,2,27,6
trevj001,2025,1606,1501,161,351,72,1,36,165,7,15,7,76,1,271,4,3,53,0,25,7,24,1
trioj001,2025,1031,906,112,214,37,3,19,91,3,7,10,105,1,257,27,4,9,0,17,3,11,9
trivl001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tromc001,2025,178,172,18,38,11,0,6,23,0,3,0,3,0,54,0,0,7,0,3,1,1,3
troum001,2025,7238,5996,1201,1762,327,56,407,1023,0,61,106,1073,130,1667,215,39,76,2,76,187,12,4
tuckc001,2024,536,494,56,105,22,7,5,40,2,3,2,35,1,148,7,3,8,0,4,12,32,12
tuckk001,2025,3443,2991,488,805,168,20,156,519,1,25,13,395,31,558,126,17,53,18,18,58,25,5
turab002,2025,1780,1596,220,407,65,9,32,175,11,10,5,158,3,366,102,18,21,0,15,2,20,8
turnj001,2025,6875,6029,854,1704,373,10,214,874,5,65,149,627,19,1071,52,13,152,0,72,301,259,7
turns003,2025,10,10,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
turnt001,2025,5901,5430,905,1601,296,48,192,657,2,23,42,402,12,1097,329,54,89,2,68,6,12,10
tylek001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucete001,2025,5,5,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
urenj001,2025,166,146,6,11,2,0,0,3,17,0,0,3,0,98,0,0,1,0,3,0,0,5
urial001,2025,2095,1804,231,418,75,4,60,221,1,12,55,215,3,433,11,7,45,8,26,1,34,1
uriar001,2025,1865,1683,203,434,82,6,50,215,3,16,26,137,1,425,9,4,27,0,22,11,44,2
uriba001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urquj001,2025,10,10,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
urshg001,2025,3116,2889,320,775,148,9,76,360,5,26,14,182,4,575,7,5,101,0,35,10,30,10
uwasn001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valde002,2025,474,431,47,99,24,2,14,59,1,4,1,36,0,106,6,2,10,1,3,5,17,3
valdf001,2025,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
valeg001,2025,55,48,9,11,3,0,3,6,0,0,0,7,0,15,0,0,1,0,0,10,5,0
vanar001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vanbb001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vanwl001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vargc003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vargi001,2025,1313,1219,128,303,58,7,20,145,10,10,8,66,1,147,16,6,40,0,17,7,104,14
vargm001,2025,1160,1013,142,207,55,6,29,116,1,11,13,121,1,231,13,3,14,1,10,14,22,1
varlg001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
varll001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
varsd001,2025,2474,2230,329,504,106,20,102,305,6,14,20,202,5,616,53,17,23,2,21,25,38,16
vasim001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vasqr001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vauga001,2025,2740,2500,278,631,133,4,88,344,1,23,35,181,0,542,3,1,68,0,26,90,24,4
vavrt001,2025,160,139,23,35,2,1,1,17,2,2,0,17,0,31,1,1,7,0,2,12,13,3
vazqc001,2025,3616,3336,371,833,159,5,73,360,15,22,21,222,7,679,33,18,100,0,35,30,52,6
vazql001,2025,67,62,8,9,1,0,1,4,0,1,1,3,0,20,2,0,1,0,0,1,5,7
veenz001,2025,37,34,1,4,1,0,1,2,0,0,1,2,0,14,1,1,0,0,0,0,0,2
velan001,2024,615,552,86,117,21,4,31,87,0,4,7,52,0,177,7,2,14,0,7,65,29,9
venea001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verda001,2025,3496,3173,441,854,195,11,72,342,4,33,20,266,11,522,24,12,69,0,31,4,57,2
verlj001,2025,67,56,2,5,0,0,0,1,11,0,0,0,0,28,0,0,2,0,0,0,0,0
vesia001,2025,4,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
vespn001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vestw001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vieit001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vienm001,2025,1249,1146,132,279,51,3,59,171,0,11,11,81,0,352,2,0,24,0,13,95,26,1
vierm001,2025,1679,1522,204,388,69,13,35,153,2,16,15,124,3,365,23,11,27,0,14,8,61,7
vilar001,2025,71,64,6,9,0,0,1,5,1,1,0,5,0,18,0,0,3,0,3,1,6,1
villd001,2025,383,335,43,67,17,1,15,41,0,3,11,34,0,121,1,2,6,0,2,15,12,0
ville003,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vined001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vivaj001,2025,66,56,6,9,2,0,1,5,0,0,3,5,0,13,0,0,0,2,1,0,2,0
vodnv001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voged001,2024,1973,1664,214,362,64,1,81,247,0,4,8,297,7,495,0,0,40,0,11,360,134,0
volpa001,2025,1971,1792,229,401,86,15,54,200,6,12,13,147,2,502,75,20,30,1,13,0,5,5
voslj001,2024,288,261,34,54,13,3,10,34,0,2,3,22,2,84,3,1,8,0,1,4,25,4
votha001,2024,15,13,1,2,0,0,0,1,1,0,1,0,0,5,0,0,0,0,0,0,0,0
wachm001,2025,300,260,17,23,2,0,0,17,30,1,0,9,0,132,1,0,3,0,6,0,0,1
waddb001,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wadel001,2025,1918,1627,223,382,67,9,55,185,13,12,26,240,10,405,13,4,11,0,11,23,96,7
wadet002,2025,993,876,153,189,29,5,7,60,16,1,9,89,1,235,51,16,10,2,9,19,40,95
wagae001,2025,588,548,62,137,33,3,11,63,0,5,1,34,0,117,4,1,12,0,6,10,20,0
wagnw001,2025,235,211,23,54,13,0,2,18,1,0,2,21,0,44,1,0,6,0,5,7,22,0
waguj001,2024,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
waldh001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waldm003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walkc002,2025,3987,3526,506,873,187,8,175,538,0,34,55,371,18,938,33,7,76,1,21,39,80,1
walkj003,2025,1039,947,107,227,42,4,27,112,0,5,11,76,1,280,18,7,22,0,7,9,5,6
walkj004,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walkr001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walkt004,2025,119,112,6,18,2,0,1,7,4,0,1,2,0,54,0,0,3,0,1,0,1,0
wallc001,2025,457,414,36,80,15,2,11,39,5,2,3,33,0,156,0,1,9,0,3,2,22,2
wallf001,2024,51,46,10,14,2,0,1,3,0,0,0,5,0,12,9,4,0,0,1,3,4,10
wallm001,2025,984,834,120,191,47,5,51,128,0,3,40,107,2,319,10,4,6,0,6,41,23,2
wallt003,2025,1571,1373,181,268,59,8,22,136,7,11,3,176,0,401,66,16,15,1,13,5,7,26
walsb001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walsj001,2024,1412,1290,155,308,67,6,59,191,0,6,12,104,11,406,4,2,16,0,12,2,25,6
walta001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waltb002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waltd002,2025,214,198,21,34,11,1,4,23,3,0,2,11,0,49,1,2,5,0,2,3,4,4
wanta001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wardt002,2025,2833,2494,359,615,124,8,113,345,2,26,31,280,1,689,24,11,44,0,26,24,20,5
warra003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
warrw001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wated001,2025,684,620,77,145,24,9,14,65,0,3,8,52,0,213,21,8,7,1,5,8,9,7
weatr001,2025,28,27,3,4,0,0,1,1,0,0,0,1,0,7,0,0,0,0,0,0,2,0
weavl001,2025,125,108,10,18,0,0,1,8,13,1,0,3,0,50,0,0,1,0,1,1,0,8
webbj002,2025,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
webbl001,2025,69,60,7,7,2,1,1,7,6,0,0,3,0,27,0,0,2,0,0,0,1,1
weemj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weisg001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wella002,2025,1015,897,105,196,47,2,40,146,1,19,11,85,0,247,7,3,26,2,9,3,22,2
wellt003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wendd001,2024,49,47,2,6,2,0,1,2,0,0,1,1,0,12,0,0,1,0,0,3,2,3
wendj002,2024,2415,2215,277,576,133,18,32,226,6,26,40,128,10,459,63,19,46,0,27,1,46,17
wentj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wesnh001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
westj002,2025,1045,968,144,254,54,8,38,127,1,5,15,56,0,239,11,6,13,0,11,18,11,1
westj003,2024,48,40,4,6,2,0,2,7,0,2,1,4,0,14,0,0,0,1,1,1,8,0
wheez001,2025,323,288,13,44,9,0,1,18,27,1,2,5,0,128,0,0,2,0,5,0,3,2
whisc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
white006,2025,719,660,100,137,19,5,20,67,1,3,9,46,1,212,30,7,5,0,8,15,22,40
whitf002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whitg002,2025,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
whitm004,2024,16,15,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0
whito001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whits003,2025,78,73,5,13,3,0,1,6,0,0,0,5,0,18,0,0,1,0,1,2,8,4
wickj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wiemj001,2025,499,448,57,92,21,0,16,54,0,4,7,40,1,148,12,5,4,0,6,2,9,8
wilcc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilen001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willa004,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willa005,2024,208,188,20,38,9,2,0,11,6,0,2,12,0,57,1,0,2,0,3,0,4,4
willb003,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willb004,2025,295,277,36,70,13,0,1,21,2,0,1,15,0,64,5,1,5,0,3,0,2,1
willc002,2025,106,99,11,17,3,0,5,12,1,0,0,6,0,44,2,1,3,0,1,0,1,0
willd004,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
willg004,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willl001,2025,349,321,43,68,14,1,2,21,1,1,2,24,1,96,25,6,6,0,5,17,35,61
willt002,2025,173,146,8,18,0,0,0,6,18,0,0,9,0,57,0,0,1,0,1,0,0,0
wilsb003,2025,36,32,1,3,0,0,0,1,3,0,1,0,0,15,0,0,0,0,0,0,0,0
wilsj004,2025,8,7,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
wilsj006,2025,628,580,73,174,28,2,13,66,3,2,8,35,1,49,5,2,20,0,7,1,0,1
wilss002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilsw002,2025,248,218,33,52,11,1,9,29,1,1,2,26,0,68,8,4,3,0,3,2,24,3
wilsw003,2025,91,78,7,15,4,0,0,2,5,0,1,7,0,34,2,0,1,0,1,1,7,1
winaa001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
